date,value
1997-01-01,52242
1998-01-01,56386
1999-01-01,57738
2000-01-01,61381
2001-01-01,61438
2002-01-01,61923
2003-01-01,61460
2004-01-01,62234
2005-01-01,61825
2006-01-01,67078
2007-01-01,71296
2008-01-01,73678
2009-01-01,70724
2010-01-01,68671
2011-01-01,70243
2012-01-01,71338
2013-01-01,75099
2014-01-01,74569
2015-01-01,75898
2016-01-01,80841
2017-01-01,86462
2018-01-01,88384
2019-01-01,90910
2020-01-01,90880
2021-01-01,98027
2022-01-01,102711
