country,state,county,series_Desc,series_id,,,,,,,,,
United States,TX,Hartley County,Household Income,MHITX48205A052NCEN,,,,,,,,,
United States,TX,Haskell County,Household Income,MHITX48207A052NCEN,,,,,,,,,
United States,TX,Hays County,Household Income,MHITX48209A052NCEN,,,,,,,,,
United States,TX,Hemphill County,Household Income,MHITX48211A052NCEN,,,,,,,,,
United States,TX,Henderson County,Household Income,MHITX48213A052NCEN,,,,,,,,,
United States,TX,Hidalgo County,Household Income,MHITX48215A052NCEN,,,,,,,,,
United States,TX,Hill County,Household Income,MHITX48217A052NCEN,,,,,,,,,
United States,TX,Hockley County,Household Income,MHITX48219A052NCEN,,,,,,,,,
United States,TX,Hood County,Household Income,MHITX48221A052NCEN,,,,,,,,,
United States,TX,Hopkins County,Household Income,MHITX48223A052NCEN,,,,,,,,,
United States,TX,Houston County,Household Income,MHITX48225A052NCEN,,,,,,,,,
United States,TX,Howard County,Household Income,MHITX48227A052NCEN,,,,,,,,,
United States,TX,Hudspeth County,Household Income,MHITX48229A052NCEN,,,,,,,,,
United States,TX,Hunt County,Household Income,MHITX48231A052NCEN,,,,,,,,,
United States,TX,Hutchinson County,Household Income,MHITX48233A052NCEN,,,,,,,,,
United States,TX,Irion County,Household Income,MHITX48235A052NCEN,,,,,,,,,
United States,TX,Jack County,Household Income,MHITX48237A052NCEN,,,,,,,,,
United States,TX,Jackson County,Household Income,MHITX48239A052NCEN,,,,,,,,,
United States,TX,Jasper County,Household Income,MHITX48241A052NCEN,,,,,,,,,
United States,TX,Jeff Davis County,Household Income,MHITX48243A052NCEN,,,,,,,,,
United States,TX,Jefferson County,Household Income,MHITX48245A052NCEN,,,,,,,,,
United States,TX,Jim Hogg County,Household Income,MHITX48247A052NCEN,,,,,,,,,
United States,TX,Jim Wells County,Household Income,MHITX48249A052NCEN,,,,,,,,,
United States,TX,Johnson County,Household Income,MHITX48251A052NCEN,,,,,,,,,
United States,TX,Jones County,Household Income,MHITX48253A052NCEN,,,,,,,,,
United States,TX,Karnes County,Household Income,MHITX48255A052NCEN,,,,,,,,,
United States,TX,Kaufman County,Household Income,MHITX48257A052NCEN,,,,,,,,,
United States,TX,Kendall County,Household Income,MHITX48259A052NCEN,,,,,,,,,
United States,TX,Kenedy County,Household Income,MHITX48261A052NCEN,,,,,,,,,
United States,TX,Kent County,Household Income,MHITX48263A052NCEN,,,,,,,,,
United States,TX,Kerr County,Household Income,MHITX48265A052NCEN,,,,,,,,,
United States,TX,Kimble County,Household Income,MHITX48267A052NCEN,,,,,,,,,
United States,TX,King County,Household Income,MHITX48269A052NCEN,,,,,,,,,
United States,TX,Kinney County,Household Income,MHITX48271A052NCEN,,,,,,,,,
United States,TX,Kleberg County,Household Income,MHITX48273A052NCEN,,,,,,,,,
United States,TX,Knox County,Household Income,MHITX48275A052NCEN,,,,,,,,,
United States,TX,Lamar County,Household Income,MHITX48277A052NCEN,,,,,,,,,
United States,TX,Lamb County,Household Income,MHITX48279A052NCEN,,,,,,,,,
United States,TX,Lampasas County,Household Income,MHITX48281A052NCEN,,,,,,,,,
United States,TX,La Salle County,Household Income,MHITX48283A052NCEN,,,,,,,,,
United States,TX,Lavaca County,Household Income,MHITX48285A052NCEN,,,,,,,,,
United States,TX,Lee County,Household Income,MHITX48287A052NCEN,,,,,,,,,
United States,TX,Leon County,Household Income,MHITX48289A052NCEN,,,,,,,,,
United States,TX,Liberty County,Household Income,MHITX48291A052NCEN,,,,,,,,,
United States,TX,Limestone County,Household Income,MHITX48293A052NCEN,,,,,,,,,
United States,TX,Lipscomb County,Household Income,MHITX48295A052NCEN,,,,,,,,,
United States,TX,Live Oak County,Household Income,MHITX48297A052NCEN,,,,,,,,,
United States,TX,Llano County,Household Income,MHITX48299A052NCEN,,,,,,,,,
United States,TX,Loving County,Household Income,MHITX48301A052NCEN,,,,,,,,,
United States,TX,Lubbock County,Household Income,MHITX48303A052NCEN,,,,,,,,,
United States,TX,Lynn County,Household Income,MHITX48305A052NCEN,,,,,,,,,
United States,TX,Madison County,Household Income,MHITX48307A052NCEN,,,,,,,,,
United States,TX,Marion County,Household Income,MHITX48309A052NCEN,,,,,,,,,
United States,TX,Martin County,Household Income,MHITX48311A052NCEN,,,,,,,,,
United States,TX,Mason County,Household Income,MHITX48313A052NCEN,,,,,,,,,
United States,TX,Matagorda County,Household Income,MHITX48315A052NCEN,,,,,,,,,
United States,TX,Maverick County,Household Income,MHITX48317A052NCEN,,,,,,,,,
United States,TX,McCulloch County,Household Income,MHITX48319A052NCEN,,,,,,,,,
United States,TX,McLennan County,Household Income,MHITX48321A052NCEN,,,,,,,,,
United States,TX,McMullen County,Household Income,MHITX48323A052NCEN,,,,,,,,,
United States,TX,Medina County,Household Income,MHITX48325A052NCEN,,,,,,,,,
United States,TX,Menard County,Household Income,MHITX48327A052NCEN,,,,,,,,,
United States,TX,Midland County,Household Income,MHITX48329A052NCEN,,,,,,,,,
United States,TX,Milam County,Household Income,MHITX48331A052NCEN,,,,,,,,,
United States,TX,Mills County,Household Income,MHITX48333A052NCEN,,,,,,,,,
United States,TX,Mitchell County,Household Income,MHITX48335A052NCEN,,,,,,,,,
United States,TX,Montague County,Household Income,MHITX48337A052NCEN,,,,,,,,,
United States,TX,Montgomery County,Household Income,MHITX48339A052NCEN,,,,,,,,,
United States,TX,Moore County,Household Income,MHITX48341A052NCEN,,,,,,,,,
United States,TX,Morris County,Household Income,MHITX48343A052NCEN,,,,,,,,,
United States,TX,Motley County,Household Income,MHITX48345A052NCEN,,,,,,,,,
United States,TX,Nacogdoches County,Household Income,MHITX48347A052NCEN,,,,,,,,,
United States,TX,Navarro County,Household Income,MHITX48349A052NCEN,,,,,,,,,
United States,TX,Newton County,Household Income,MHITX48351A052NCEN,,,,,,,,,
United States,TX,Nolan County,Household Income,MHITX48353A052NCEN,,,,,,,,,
United States,TX,Nueces County,Household Income,MHITX48355A052NCEN,,,,,,,,,
United States,TX,Ochiltree County,Household Income,MHITX48357A052NCEN,,,,,,,,,
United States,TX,Oldham County,Household Income,MHITX48359A052NCEN,,,,,,,,,
United States,TX,Orange County,Household Income,MHITX48361A052NCEN,,,,,,,,,
United States,TX,Palo Pinto County,Household Income,MHITX48363A052NCEN,,,,,,,,,
United States,TX,Panola County,Household Income,MHITX48365A052NCEN,,,,,,,,,
United States,TX,Parker County,Household Income,MHITX48367A052NCEN,,,,,,,,,
United States,TX,Parmer County,Household Income,MHITX48369A052NCEN,,,,,,,,,
United States,TX,Pecos County,Household Income,MHITX48371A052NCEN,,,,,,,,,
United States,TX,Polk County,Household Income,MHITX48373A052NCEN,,,,,,,,,
United States,TX,Potter County,Household Income,MHITX48375A052NCEN,,,,,,,,,
United States,TX,Presidio County,Household Income,MHITX48377A052NCEN,,,,,,,,,
United States,TX,Rains County,Household Income,MHITX48379A052NCEN,,,,,,,,,
United States,TX,Randall County,Household Income,MHITX48381A052NCEN,,,,,,,,,
United States,TX,Reagan County,Household Income,MHITX48383A052NCEN,,,,,,,,,
United States,TX,Real County,Household Income,MHITX48385A052NCEN,,,,,,,,,
United States,TX,Red River County,Household Income,MHITX48387A052NCEN,,,,,,,,,
United States,TX,Reeves County,Household Income,MHITX48389A052NCEN,,,,,,,,,
United States,TX,Refugio County,Household Income,MHITX48391A052NCEN,,,,,,,,,
United States,TX,Roberts County,Household Income,MHITX48393A052NCEN,,,,,,,,,
United States,TX,Robertson County,Household Income,MHITX48395A052NCEN,,,,,,,,,
United States,TX,Rockwall County,Household Income,MHITX48397A052NCEN,,,,,,,,,
United States,TX,Runnels County,Household Income,MHITX48399A052NCEN,,,,,,,,,
United States,TX,Rusk County,Household Income,MHITX48401A052NCEN,,,,,,,,,
United States,TX,Sabine County,Household Income,MHITX48403A052NCEN,,,,,,,,,
United States,TX,San Augustine County,Household Income,MHITX48405A052NCEN,,,,,,,,,
United States,TX,San Jacinto County,Household Income,MHITX48407A052NCEN,,,,,,,,,
United States,TX,San Patricio County,Household Income,MHITX48409A052NCEN,,,,,,,,,
United States,TX,San Saba County,Household Income,MHITX48411A052NCEN,,,,,,,,,
United States,TX,Schleicher County,Household Income,MHITX48413A052NCEN,,,,,,,,,
United States,TX,Scurry County,Household Income,MHITX48415A052NCEN,,,,,,,,,
United States,TX,Shackelford County,Household Income,MHITX48417A052NCEN,,,,,,,,,
United States,TX,Shelby County,Household Income,MHITX48419A052NCEN,,,,,,,,,
United States,TX,Sherman County,Household Income,MHITX48421A052NCEN,,,,,,,,,
United States,TX,Smith County,Household Income,MHITX48423A052NCEN,,,,,,,,,
United States,TX,Somervell County,Household Income,MHITX48425A052NCEN,,,,,,,,,
United States,TX,Starr County,Household Income,MHITX48427A052NCEN,,,,,,,,,
United States,TX,Stephens County,Household Income,MHITX48429A052NCEN,,,,,,,,,
United States,TX,Sterling County,Household Income,MHITX48431A052NCEN,,,,,,,,,
United States,TX,Stonewall County,Household Income,MHITX48433A052NCEN,,,,,,,,,
United States,TX,Sutton County,Household Income,MHITX48435A052NCEN,,,,,,,,,
United States,TX,Swisher County,Household Income,MHITX48437A052NCEN,,,,,,,,,
United States,TX,Tarrant County,Household Income,MHITX48439A052NCEN,,,,,,,,,
United States,TX,Taylor County,Household Income,MHITX48441A052NCEN,,,,,,,,,
United States,TX,Terrell County,Household Income,MHITX48443A052NCEN,,,,,,,,,
United States,TX,Terry County,Household Income,MHITX48445A052NCEN,,,,,,,,,
United States,TX,Throckmorton County,Household Income,MHITX48447A052NCEN,,,,,,,,,
United States,TX,Titus County,Household Income,MHITX48449A052NCEN,,,,,,,,,
United States,TX,Tom Green County,Household Income,MHITX48451A052NCEN,,,,,,,,,
United States,TX,Travis County,Household Income,MHITX48453A052NCEN,,,,,,,,,
United States,TX,Trinity County,Household Income,MHITX48455A052NCEN,,,,,,,,,
United States,TX,Tyler County,Household Income,MHITX48457A052NCEN,,,,,,,,,
United States,TX,Upshur County,Household Income,MHITX48459A052NCEN,,,,,,,,,
United States,TX,Upton County,Household Income,MHITX48461A052NCEN,,,,,,,,,
United States,TX,Uvalde County,Household Income,MHITX48463A052NCEN,,,,,,,,,
United States,TX,Val Verde County,Household Income,MHITX48465A052NCEN,,,,,,,,,
United States,TX,Van Zandt County,Household Income,MHITX48467A052NCEN,,,,,,,,,
United States,TX,Victoria County,Household Income,MHITX48469A052NCEN,,,,,,,,,
United States,TX,Walker County,Household Income,MHITX48471A052NCEN,,,,,,,,,
United States,TX,Waller County,Household Income,MHITX48473A052NCEN,,,,,,,,,
United States,TX,Ward County,Household Income,MHITX48475A052NCEN,,,,,,,,,
United States,TX,Washington County,Household Income,MHITX48477A052NCEN,,,,,,,,,
United States,TX,Webb County,Household Income,MHITX48479A052NCEN,,,,,,,,,
United States,TX,Wharton County,Household Income,MHITX48481A052NCEN,,,,,,,,,
United States,TX,Wheeler County,Household Income,MHITX48483A052NCEN,,,,,,,,,
United States,TX,Wichita County,Household Income,MHITX48485A052NCEN,,,,,,,,,
United States,TX,Wilbarger County,Household Income,MHITX48487A052NCEN,,,,,,,,,
United States,TX,Willacy County,Household Income,MHITX48489A052NCEN,,,,,,,,,
United States,TX,Williamson County,Household Income,MHITX48491A052NCEN,,,,,,,,,
United States,TX,Wilson County,Household Income,MHITX48493A052NCEN,,,,,,,,,
United States,TX,Winkler County,Household Income,MHITX48495A052NCEN,,,,,,,,,
United States,TX,Wise County,Household Income,MHITX48497A052NCEN,,,,,,,,,
United States,TX,Wood County,Household Income,MHITX48499A052NCEN,,,,,,,,,
United States,TX,Yoakum County,Household Income,MHITX48501A052NCEN,,,,,,,,,
United States,TX,Young County,Household Income,MHITX48503A052NCEN,,,,,,,,,
United States,TX,Zapata County,Household Income,MHITX48505A052NCEN,,,,,,,,,
United States,TX,Zavala County,Household Income,MHITX48507A052NCEN,,,,,,,,,
United States,TX,Anderson County,Resident Population,TXANDE1POP,,,,,,,,,
United States,TX,Andrews County,Resident Population,TXANDR3POP,,,,,,,,,
United States,TX,Angelina County,Resident Population,TXANGE5POP,,,,,,,,,
United States,TX,Aransas County,Resident Population,TXARAN7POP,,,,,,,,,
United States,TX,Archer County,Resident Population,TXARCH9POP,,,,,,,,,
United States,TX,Armstrong County,Resident Population,TXARMS1POP,,,,,,,,,
United States,TX,Atascosa County,Resident Population,TXATAS3POP,,,,,,,,,
United States,TX,Austin County,Resident Population,TXAUST5POP,,,,,,,,,
United States,TX,Bailey County,Resident Population,TXBAIL7POP,,,,,,,,,
United States,TX,Bandera County,Resident Population,TXBAND9POP,,,,,,,,,
United States,TX,Bastrop County,Resident Population,TXBAST1POP,,,,,,,,,
United States,TX,Baylor County,Resident Population,TXBAYL3POP,,,,,,,,,
United States,TX,Bee County,Resident Population,TXBEE5POP,,,,,,,,,
United States,TX,Bell County,Resident Population,TXBELL7POP,,,,,,,,,
United States,TX,Bexar County,Resident Population,TXBEXA9POP,,,,,,,,,
United States,TX,Blanco County,Resident Population,TXBLAN1POP,,,,,,,,,
United States,TX,Borden County,Resident Population,TXBORD3POP,,,,,,,,,
United States,TX,Bosque County,Resident Population,TXBOSQ5POP,,,,,,,,,
United States,TX,Bowie County,Resident Population,TXBOWI7POP,,,,,,,,,
United States,TX,Brazoria County,Resident Population,TXBRAZ9POP,,,,,,,,,
United States,TX,Brazos County,Resident Population,TXBRAZ1POP,,,,,,,,,
United States,TX,Brewster County,Resident Population,TXBREW3POP,,,,,,,,,
United States,TX,Briscoe County,Resident Population,TXBRIS5POP,,,,,,,,,
United States,TX,Brooks County,Resident Population,TXBROO7POP,,,,,,,,,
United States,TX,Brown County,Resident Population,TXBROW9POP,,,,,,,,,
United States,TX,Burleson County,Resident Population,TXBURL1POP,,,,,,,,,
United States,TX,Burnet County,Resident Population,TXBURN3POP,,,,,,,,,
United States,TX,Caldwell County,Resident Population,TXCALD5POP,,,,,,,,,
United States,TX,Calhoun County,Resident Population,TXCALH7POP,,,,,,,,,
United States,TX,Callahan County,Resident Population,TXCALL9POP,,,,,,,,,
United States,TX,Cameron County,Resident Population,TXCAME1POP,,,,,,,,,
United States,TX,Camp County,Resident Population,TXCAMP3POP,,,,,,,,,
United States,TX,Carson County,Resident Population,TXCARS5POP,,,,,,,,,
United States,TX,Cass County,Resident Population,TXCASS7POP,,,,,,,,,
United States,TX,Castro County,Resident Population,TXCAST9POP,,,,,,,,,
United States,TX,Chambers County,Resident Population,TXCHAM1POP,,,,,,,,,
United States,TX,Cherokee County,Resident Population,TXCHER3POP,,,,,,,,,
United States,TX,Childress County,Resident Population,TXCHIL5POP,,,,,,,,,
United States,TX,Clay County,Resident Population,TXCLAY7POP,,,,,,,,,
United States,TX,Cochran County,Resident Population,TXCOCH9POP,,,,,,,,,
United States,TX,Coke County,Resident Population,TXCOKE1POP,,,,,,,,,
United States,TX,Coleman County,Resident Population,TXCOLE3POP,,,,,,,,,
United States,TX,Collin County,Resident Population,TXCOLL5POP,,,,,,,,,
United States,TX,Collingsworth County,Resident Population,TXCOLL7POP,,,,,,,,,
United States,TX,Colorado County,Resident Population,TXCOLO9POP,,,,,,,,,
United States,TX,Comal County,Resident Population,TXCOMA1POP,,,,,,,,,
United States,TX,Comanche County,Resident Population,TXCOMA3POP,,,,,,,,,
United States,TX,Concho County,Resident Population,TXCONC5POP,,,,,,,,,
United States,TX,Cooke County,Resident Population,TXCOOK7POP,,,,,,,,,
United States,TX,Coryell County,Resident Population,TXCORY9POP,,,,,,,,,
United States,TX,Cottle County,Resident Population,TXCOTT1POP,,,,,,,,,
United States,TX,Crane County,Resident Population,TXCRAN3POP,,,,,,,,,
United States,TX,Crockett County,Resident Population,TXCROC5POP,,,,,,,,,
United States,TX,Crosby County,Resident Population,TXCROS7POP,,,,,,,,,
United States,TX,Culberson County,Resident Population,TXCULB9POP,,,,,,,,,
United States,TX,Dallam County,Resident Population,TXDALL1POP,,,,,,,,,
United States,TX,Dallas County,Resident Population,TXDALL3POP,,,,,,,,,
United States,TX,Dawson County,Resident Population,TXDAWS5POP,,,,,,,,,
United States,TX,Deaf Smith County,Resident Population,TXDEAF7POP,,,,,,,,,
United States,TX,Delta County,Resident Population,TXDELT9POP,,,,,,,,,
United States,TX,Denton County,Resident Population,TXDENT1POP,,,,,,,,,
United States,TX,De Witt County,Resident Population,TXDE W3POP,,,,,,,,,
United States,TX,Dickens County,Resident Population,TXDICK5POP,,,,,,,,,
United States,TX,Dimmit County,Resident Population,TXDIMM7POP,,,,,,,,,
United States,TX,Donley County,Resident Population,TXDONL9POP,,,,,,,,,
United States,TX,Duval County,Resident Population,TXDUVA1POP,,,,,,,,,
United States,TX,Eastland County,Resident Population,TXEAST3POP,,,,,,,,,
United States,TX,Ector County,Resident Population,TXECTO5POP,,,,,,,,,
United States,TX,Edwards County,Resident Population,TXEDWA7POP,,,,,,,,,
United States,TX,Ellis County,Resident Population,TXELLI9POP,,,,,,,,,
United States,TX,El Paso County,Resident Population,TXEL P1POP,,,,,,,,,
United States,TX,Erath County,Resident Population,TXERAT3POP,,,,,,,,,
United States,TX,Falls County,Resident Population,TXFALL5POP,,,,,,,,,
United States,TX,Fannin County,Resident Population,TXFANN7POP,,,,,,,,,
United States,TX,Fayette County,Resident Population,TXFAYE9POP,,,,,,,,,
United States,TX,Fisher County,Resident Population,TXFISH1POP,,,,,,,,,
United States,TX,Floyd County,Resident Population,TXFLOY3POP,,,,,,,,,
United States,TX,Foard County,Resident Population,TXFOAR5POP,,,,,,,,,
United States,TX,Fort Bend County,Resident Population,TXFORT7POP,,,,,,,,,
United States,TX,Franklin County,Resident Population,TXFRAN9POP,,,,,,,,,
United States,TX,Freestone County,Resident Population,TXFREE1POP,,,,,,,,,
United States,TX,Frio County,Resident Population,TXFRIO3POP,,,,,,,,,
United States,TX,Gaines County,Resident Population,TXGAIN5POP,,,,,,,,,
United States,TX,Galveston County,Resident Population,TXGALV7POP,,,,,,,,,
United States,TX,Garza County,Resident Population,TXGARZ9POP,,,,,,,,,
United States,TX,Gillespie County,Resident Population,TXGILL1POP,,,,,,,,,
United States,TX,Glasscock County,Resident Population,TXGLAS3POP,,,,,,,,,
United States,TX,Goliad County,Resident Population,TXGOLI5POP,,,,,,,,,
United States,TX,Gonzales County,Resident Population,TXGONZ7POP,,,,,,,,,
United States,TX,Gray County,Resident Population,TXGRAY9POP,,,,,,,,,
United States,TX,Grayson County,Resident Population,TXGRAY1POP,,,,,,,,,
United States,TX,Gregg County,Resident Population,TXGREG3POP,,,,,,,,,
United States,TX,Grimes County,Resident Population,TXGRIM5POP,,,,,,,,,
United States,TX,Guadalupe County,Resident Population,TXGUAD7POP,,,,,,,,,
United States,TX,Hale County,Resident Population,TXHALE9POP,,,,,,,,,
United States,TX,Hall County,Resident Population,TXHALL1POP,,,,,,,,,
United States,TX,Hamilton County,Resident Population,TXHAMI3POP,,,,,,,,,
United States,TX,Hansford County,Resident Population,TXHANS5POP,,,,,,,,,
United States,TX,Hardeman County,Resident Population,TXHARD7POP,,,,,,,,,
United States,TX,Hardin County,Resident Population,TXHARD9POP,,,,,,,,,
United States,TX,Harris County,Resident Population,TXHARR1POP,,,,,,,,,
United States,TX,Harrison County,Resident Population,TXHARR3POP,,,,,,,,,
United States,TX,Hartley County,Resident Population,TXHART5POP,,,,,,,,,
United States,TX,Haskell County,Resident Population,TXHASK7POP,,,,,,,,,
United States,TX,Hays County,Resident Population,TXHAYS9POP,,,,,,,,,
United States,TX,Hemphill County,Resident Population,TXHEMP1POP,,,,,,,,,
United States,TX,Henderson County,Resident Population,TXHEND3POP,,,,,,,,,
United States,TX,Hidalgo County,Resident Population,TXHIDA5POP,,,,,,,,,
United States,TX,Hill County,Resident Population,TXHILL7POP,,,,,,,,,
United States,TX,Hockley County,Resident Population,TXHOCK9POP,,,,,,,,,
United States,TX,Hood County,Resident Population,TXHOOD1POP,,,,,,,,,
United States,TX,Hopkins County,Resident Population,TXHOPK3POP,,,,,,,,,
United States,TX,Houston County,Resident Population,TXHOUS5POP,,,,,,,,,
United States,TX,Howard County,Resident Population,TXHOWA7POP,,,,,,,,,
United States,TX,Hudspeth County,Resident Population,TXHUDS9POP,,,,,,,,,
United States,TX,Hunt County,Resident Population,TXHUNT1POP,,,,,,,,,
United States,TX,Hutchinson County,Resident Population,TXHUTC3POP,,,,,,,,,
United States,TX,Irion County,Resident Population,TXIRIO5POP,,,,,,,,,
United States,TX,Jack County,Resident Population,TXJACK7POP,,,,,,,,,
United States,TX,Jackson County,Resident Population,TXJACK9POP,,,,,,,,,
United States,TX,Jasper County,Resident Population,TXJASP1POP,,,,,,,,,
United States,TX,Jeff Davis County,Resident Population,TXJEFF3POP,,,,,,,,,
United States,TX,Jefferson County,Resident Population,TXJEFF5POP,,,,,,,,,
United States,TX,Jim Hogg County,Resident Population,TXJIM7POP,,,,,,,,,
United States,TX,Jim Wells County,Resident Population,TXJIM9POP,,,,,,,,,
United States,TX,Johnson County,Resident Population,TXJOHN1POP,,,,,,,,,
United States,TX,Jones County,Resident Population,TXJONE3POP,,,,,,,,,
United States,TX,Karnes County,Resident Population,TXKARN5POP,,,,,,,,,
United States,TX,Kaufman County,Resident Population,TXKAUF7POP,,,,,,,,,
United States,TX,Kendall County,Resident Population,TXKEND9POP,,,,,,,,,
United States,TX,Kenedy County,Resident Population,TXKENE1POP,,,,,,,,,
United States,TX,Kent County,Resident Population,TXKENT3POP,,,,,,,,,
United States,TX,Kerr County,Resident Population,TXKERR5POP,,,,,,,,,
United States,TX,Kimble County,Resident Population,TXKIMB7POP,,,,,,,,,
United States,TX,King County,Resident Population,TXKING9POP,,,,,,,,,
United States,TX,Kinney County,Resident Population,TXKINN1POP,,,,,,,,,
United States,TX,Kleberg County,Resident Population,TXKLEB3POP,,,,,,,,,
United States,TX,Knox County,Resident Population,TXKNOX5POP,,,,,,,,,
United States,TX,Lamar County,Resident Population,TXLAMA7POP,,,,,,,,,
United States,TX,Lamb County,Resident Population,TXLAMB9POP,,,,,,,,,
United States,TX,Lampasas County,Resident Population,TXLAMP1POP,,,,,,,,,
United States,TX,La Salle County,Resident Population,TXLA S3POP,,,,,,,,,
United States,TX,Lavaca County,Resident Population,TXLAVA5POP,,,,,,,,,
United States,TX,Lee County,Resident Population,TXLEE7POP,,,,,,,,,
United States,TX,Leon County,Resident Population,TXLEON9POP,,,,,,,,,
United States,TX,Liberty County,Resident Population,TXLIBE1POP,,,,,,,,,
United States,TX,Limestone County,Resident Population,TXLIME3POP,,,,,,,,,
United States,TX,Lipscomb County,Resident Population,TXLIPS5POP,,,,,,,,,
United States,TX,Live Oak County,Resident Population,TXLIVE7POP,,,,,,,,,
United States,TX,Llano County,Resident Population,TXLLAN9POP,,,,,,,,,
United States,TX,Loving County,Resident Population,TXLOVI1POP,,,,,,,,,
United States,TX,Lubbock County,Resident Population,TXLUBB3POP,,,,,,,,,
United States,TX,Lynn County,Resident Population,TXLYNN5POP,,,,,,,,,
United States,TX,Madison County,Resident Population,TXMADI7POP,,,,,,,,,
United States,TX,Marion County,Resident Population,TXMARI9POP,,,,,,,,,
United States,TX,Martin County,Resident Population,TXMART1POP,,,,,,,,,
United States,TX,Mason County,Resident Population,TXMASO3POP,,,,,,,,,
United States,TX,Matagorda County,Resident Population,TXMATA5POP,,,,,,,,,
United States,TX,Maverick County,Resident Population,TXMAVE7POP,,,,,,,,,
United States,TX,McCulloch County,Resident Population,TXMCCU9POP,,,,,,,,,
United States,TX,McLennan County,Resident Population,TXMCLE1POP,,,,,,,,,
United States,TX,McMullen County,Resident Population,TXMCMU3POP,,,,,,,,,
United States,TX,Medina County,Resident Population,TXMEDI5POP,,,,,,,,,
United States,TX,Menard County,Resident Population,TXMENA7POP,,,,,,,,,
United States,TX,Midland County,Resident Population,TXMIDL9POP,,,,,,,,,
United States,TX,Milam County,Resident Population,TXMILA1POP,,,,,,,,,
United States,TX,Mills County,Resident Population,TXMILL3POP,,,,,,,,,
United States,TX,Mitchell County,Resident Population,TXMITC5POP,,,,,,,,,
United States,TX,Montague County,Resident Population,TXMONT7POP,,,,,,,,,
United States,TX,Montgomery County,Resident Population,TXMONT9POP,,,,,,,,,
United States,TX,Moore County,Resident Population,TXMOOR1POP,,,,,,,,,
United States,TX,Morris County,Resident Population,TXMORR3POP,,,,,,,,,
United States,TX,Motley County,Resident Population,TXMOTL5POP,,,,,,,,,
United States,TX,Nacogdoches County,Resident Population,TXNACO7POP,,,,,,,,,
United States,TX,Navarro County,Resident Population,TXNAVA9POP,,,,,,,,,
United States,TX,Newton County,Resident Population,TXNEWT1POP,,,,,,,,,
United States,TX,Nolan County,Resident Population,TXNOLA3POP,,,,,,,,,
United States,TX,Nueces County,Resident Population,TXNUEC5POP,,,,,,,,,
United States,TX,Ochiltree County,Resident Population,TXOCHI7POP,,,,,,,,,
United States,TX,Oldham County,Resident Population,TXOLDH9POP,,,,,,,,,
United States,TX,Orange County,Resident Population,TXORAN1POP,,,,,,,,,
United States,TX,Palo Pinto County,Resident Population,TXPALO3POP,,,,,,,,,
United States,TX,Panola County,Resident Population,TXPANO5POP,,,,,,,,,
United States,TX,Parker County,Resident Population,TXPARK7POP,,,,,,,,,
United States,TX,Parmer County,Resident Population,TXPARM9POP,,,,,,,,,
United States,TX,Pecos County,Resident Population,TXPECO1POP,,,,,,,,,
United States,TX,Polk County,Resident Population,TXPOLK3POP,,,,,,,,,
United States,TX,Potter County,Resident Population,TXPOTT5POP,,,,,,,,,
United States,TX,Presidio County,Resident Population,TXPRES7POP,,,,,,,,,
United States,TX,Rains County,Resident Population,TXRAIN9POP,,,,,,,,,
United States,TX,Randall County,Resident Population,TXRAND1POP,,,,,,,,,
United States,TX,Reagan County,Resident Population,TXREAG3POP,,,,,,,,,
United States,TX,Real County,Resident Population,TXREAL5POP,,,,,,,,,
United States,TX,Red River County,Resident Population,TXRED7POP,,,,,,,,,
United States,TX,Reeves County,Resident Population,TXREEV9POP,,,,,,,,,
United States,TX,Refugio County,Resident Population,TXREFU1POP,,,,,,,,,
United States,TX,Roberts County,Resident Population,TXROBE3POP,,,,,,,,,
United States,TX,Robertson County,Resident Population,TXROBE5POP,,,,,,,,,
United States,TX,Rockwall County,Resident Population,TXROCK7POP,,,,,,,,,
United States,TX,Runnels County,Resident Population,TXRUNN9POP,,,,,,,,,
United States,TX,Rusk County,Resident Population,TXRUSK1POP,,,,,,,,,
United States,TX,Sabine County,Resident Population,TXSABI3POP,,,,,,,,,
United States,TX,San Augustine County,Resident Population,TXSAN5POP,,,,,,,,,
United States,TX,San Jacinto County,Resident Population,TXSAN7POP,,,,,,,,,
United States,TX,San Patricio County,Resident Population,TXSAN9POP,,,,,,,,,
United States,TX,San Saba County,Resident Population,TXSAN1POP,,,,,,,,,
United States,TX,Schleicher County,Resident Population,TXSCHL3POP,,,,,,,,,
United States,TX,Scurry County,Resident Population,TXSCUR5POP,,,,,,,,,
United States,TX,Shackelford County,Resident Population,TXSHAC7POP,,,,,,,,,
United States,TX,Shelby County,Resident Population,TXSHEL9POP,,,,,,,,,
United States,TX,Sherman County,Resident Population,TXSHER1POP,,,,,,,,,
United States,TX,Smith County,Resident Population,TXSMIT3POP,,,,,,,,,
United States,TX,Somervell County,Resident Population,TXSOME5POP,,,,,,,,,
United States,TX,Starr County,Resident Population,TXSTAR7POP,,,,,,,,,
United States,TX,Stephens County,Resident Population,TXSTEP9POP,,,,,,,,,
United States,TX,Sterling County,Resident Population,TXSTER1POP,,,,,,,,,
United States,TX,Stonewall County,Resident Population,TXSTON3POP,,,,,,,,,
United States,TX,Sutton County,Resident Population,TXSUTT5POP,,,,,,,,,
United States,TX,Swisher County,Resident Population,TXSWIS7POP,,,,,,,,,
United States,TX,Tarrant County,Resident Population,TXTARR9POP,,,,,,,,,
